topic_key,name,svg_path,image_path,lottie_path,narration,explanation,fact,game_type,is_free,display_order
milk,"{""en"": ""Milk"", ""gu"": ""દૂધ"", ""hi"": ""दूध""}",,/assets/images/food_drink/milk.png,,"{""en"": ""This is Milk. Milk is a healthy white drink that makes our bones strong."", ""gu"": ""આ દૂધ છે. દૂધ એ એક પૌષ્ટિક સફેદ પીણું છે જે આપણા હાડકાંને મજબૂત બનાવે છે."", ""hi"": ""यह दूध है। दूध एक स्वास्थ्यवर्धक सफेद पेय है जो हमारी हड्डियों को मजबूत बनाता है।""}","{""en"": ""Milk comes from cows, goats, and sheep. We use milk to make cheese, butter, and ice cream."", ""gu"": ""દૂધ ગાય, બકરી અને ઘેટામાંથી મળે છે. આપણે ચીઝ, માખણ અને આઇસક્રીમ બનાવવા માટે દૂધનો ઉપયોગ કરીએ છીએ."", ""hi"": ""दूध गाय, बकरी और भेड़ से मिलता है। हम पनीर, मक्खन और आइसक्रीम बनाने के लिए दूध का उपयोग करते हैं।""}","{""en"": ""Did you know? Cats should not actually drink cow's milk because it can make their tummies hurt!"", ""gu"": ""શું તમે જાણો છો? બિલાડીઓએ ખરેખર ગાયનું દૂધ પીવું જોઈએ નહીં કારણ કે તે તેમના પેટમાં દુખાવો કરી શકે છે!"", ""hi"": ""क्या आप जानते हैं? बिल्लियों को वास्तव में गाय का दूध नहीं पीना चाहिए क्योंकि इससे उनके पेट में दर्द हो सकता है!""}",matching,true,11
muffin,"{""en"": ""Muffin"", ""gu"": ""મફિન"", ""hi"": ""मफ़िन""}",,/assets/images/food_drink/muffin.png,,"{""en"": ""This is a Muffin. Muffins are small, sweet cake-like breads."", ""gu"": ""આ મફિન છે. મફિન એ નાના, કેક જેવા મીઠા બ્રેડ છે."", ""hi"": ""यह मफ़िन है। मफ़िन छोटे, केक जैसे मीठे ब्रेड होते हैं।""}","{""en"": ""Muffins are baked in cups and can have blueberries, chocolate chips, or bananas inside. They are delicious snacks."", ""gu"": ""મફિન કપમાં બેક કરવામાં આવે છે અને તેમાં બ્લુબેરી, ચોકલેટ ચિપ્સ અથવા કેળા હોઈ શકે છે. તેઓ સ્વાદિષ્ટ નાસ્તો છે."", ""hi"": ""मफ़िन कपों में बेक किए जाते हैं और इनमें ब्लूबेरी, चॉकलेट चिप्स या केले हो सकते हैं। ये स्वादिष्ट स्नैक्स होते हैं।""}","{""en"": ""Did you know? The name 'muffin' comes from an old French word meaning 'soft bread'!"", ""gu"": ""શું તમે જાણો છો? 'મફિન' નામ એક જૂના ફ્રેન્ચ શબ્દ પરથી આવ્યું છે જેનો અર્થ 'નરમ બ્રેડ' થાય છે!"", ""hi"": ""क्या आप जानते हैं? 'मफ़िन' नाम एक पुराने फ्रांसीसी शब्द से आया है जिसका अर्थ 'मुलायम ब्रेड' होता है!""}",matching,true,12
orange_juice,"{""en"": ""Orange Juice"", ""gu"": ""નારંગીનો રસ"", ""hi"": ""संतरे का रस""}",,/assets/images/food_drink/orange_juice.png,,"{""en"": ""This is Orange Juice. It is a sweet and tangy drink made from fresh oranges."", ""gu"": ""આ નારંગીનો રસ છે. તે તાજી નારંગીમાંથી બનેલું મીઠું અને ખાટું પીણું છે."", ""hi"": ""यह संतरे का रस है। यह ताज़े संतरों से बना एक मीठा और खट्टा पेय है।""}","{""en"": ""Orange juice is full of Vitamin C which helps protect us from getting cold. It is refreshing to drink in the morning."", ""gu"": ""નારંગીના રસમાં પુષ્કળ પ્રમાણમાં વિટામિન સી હોય છે જે આપણને શરદીથી બચાવવામાં મદદ કરે છે. સવારે તે પીવું ખૂબ તાજગીદાયક છે."", ""hi"": ""संतरे के रस में प्रचुर मात्रा में विटामिन सी होता है जो हमें सर्दी से बचाने में मदद करता है। सुबह इसे पीना बहुत ताज़गी देता है।""}","{""en"": ""Did you know? It takes about three to four oranges to make one single glass of orange juice!"", ""gu"": ""શું તમે જાણો છો? નારંગીનો એક જ ગ્લાસ રસ બનાવવા માટે લગભગ ત્રણથી ચાર નારંગીની જરૂર પડે છે!"", ""hi"": ""क्या आप जानते हैं? संतरे का एक गिलास रस बनाने के लिए लगभग तीन से चार संतरों की आवश्यकता होती है!""}",matching,true,13
pancake,"{""en"": ""Pancake"", ""gu"": ""પેનકેક"", ""hi"": ""पैनकेक""}",,/assets/images/food_drink/pancake.png,,"{""en"": ""This is a Pancake. Pancakes are flat, round cakes cooked in a pan."", ""gu"": ""આ પેનકેક છે. પેનકેક એ પેન (કડાઈ) માં બનાવેલા સપાટ, ગોળ કેક છે."", ""hi"": ""यह पैनकेक है। पैनकेक तवे पर बनाए जाने वाले चपटे, गोल केक होते हैं।""}","{""en"": ""Pancakes are soft and fluffy. We eat them for breakfast with sweet syrup, honey, or fresh fruit on top."", ""gu"": ""પેનકેક નરમ અને ફૂલેલા હોય છે. આપણે તેને સવારે મીઠા સીરપ, મધ અથવા તાજા ફળો સાથે નાસ્તામાં ખાઈએ છીએ."", ""hi"": ""पैनकेक नरम और फूले हुए होते हैं। हम उन्हें सुबह मीठे सिरप, शहद या ताजे फलों के साथ नाश्ते में खाते हैं।""}","{""en"": ""Did you know? The world's largest pancake was over 49 feet wide!"", ""gu"": ""શું તમે જાણો છો? વિશ્વનો સૌથી મોટો પેનકેક ૪૯ ફૂટથી વધુ પહોળો હતો!"", ""hi"": ""क्या आप जानते हैं? दुनिया का सबसे बड़ा पैनकेक 49 फीट से अधिक चौड़ा था!""}",matching,true,14
pizza,"{""en"": ""Pizza"", ""gu"": ""પિઝા"", ""hi"": ""पिज़्ज़ा""}",,/assets/images/food_drink/pizza.png,,"{""en"": ""This is a Pizza. Pizza is a flat round bread topped with cheese and tomato sauce."", ""gu"": ""આ પિઝા છે. પિઝા એ ચીઝ અને ટામેટાની ચટણી સાથેનો એક ગોળ સપાટ બ્રેડ છે."", ""hi"": ""यह पिज़्ज़ा है। पिज़्ज़ा पनीर और टमाटर की चटनी के साथ एक गोल चपटा ब्रेड होता है।""}","{""en"": ""Pizza is baked in a very hot oven. We can add toppings like olives, corn, or mushrooms. It is cut into slices to eat."", ""gu"": ""પિઝા ખૂબ જ ગરમ ઓવનમાં બેક કરવામાં આવે છે. આપણે તેના પર ઓલિવ, મકાઈ અથવા મશરૂમ જેવા ટોપિંગ્સ ઉમેરી શકીએ છીએ. તેને ટુકડા કરીને ખાવામાં આવે છે."", ""hi"": ""पिज़्ज़ा को बहुत गर्म ओवन में बेक किया जाता है। हम इस पर जैतून, मक्का या मशरूम जैसी टॉपिंग डाल सकते हैं। इसके टुकड़े करके खाया जाता है।""}","{""en"": ""Did you know? The first pizza was created in Italy over 1,000 years ago!"", ""gu"": ""શું તમે જાણો છો? પ્રથમ પિઝા ૧,૦૦૦ વર્ષ પહેલાં ઇટાલીમાં બનાવવામાં આવ્યો હતો!"", ""hi"": ""क्या आप जानते हैं? पहला पिज़्ज़ा 1,000 साल पहले इटली में बनाया गया था!""}",matching,true,15
sandwich,"{""en"": ""Sandwich"", ""gu"": ""સેન્ડવીચ"", ""hi"": ""सैंडविच""}",,/assets/images/food_drink/sandwich.png,,"{""en"": ""This is a Sandwich. Sandwiches are made of fillings between two slices of bread."", ""gu"": ""આ સેન્ડવીચ છે. સેન્ડવીચ બ્રેડના બે ટુકડા વચ્ચે વિવિધ સામગ્રી ભરીને બનાવવામાં આવે છે."", ""hi"": ""यह सैंडविच है। सैंडविच ब्रेड के दो टुकड़ों के बीच विभिन्न सामग्रियां भरकर बनाया जाता है।""}","{""en"": ""We can put cheese, vegetables, or jam inside a sandwich. It is easy to carry for school lunches and picnics."", ""gu"": ""આપણે સેન્ડવીચની અંદર ચીઝ, શાકભાજી અથવા જામ ઉમેરી શકીએ છીએ. તેને શાળાના ડબ્બા કે પિકનિક માટે લઈ જવું સરળ છે."", ""hi"": ""हम सैंडविच के अंदर पनीर, सब्जियां या जैम डाल सकते हैं। इसे स्कूल के डिब्बे या पिकनिक के लिए ले जाना आसान है।""}","{""en"": ""Did you know? The sandwich was named after the Earl of Sandwich, who wanted a meal he could eat with one hand while playing cards!"", ""gu"": ""શું તમે જાણો છો? સેન્ડવીચનું નામ અર્લ ઓફ સેન્ડવીચના નામ પરથી પડ્યું છે, જે પત્તા રમતી વખતે એક હાથે ખાઈ શકે તેવી વાનગી ઈચ્છતા હતા!"", ""hi"": ""क्या आप जानते हैं? सैंडविच का नाम अर्ल ऑफ सैंडविच के नाम पर रखा गया था, जो ताश खेलते समय एक हाथ से खाने योग्य भोजन चाहते थे!""}",matching,true,16
soup,"{""en"": ""Soup"", ""gu"": ""સૂપ"", ""hi"": ""सूप""}",,/assets/images/food_drink/soup.png,,"{""en"": ""This is Soup. Soup is a warm, liquid food made by boiling vegetables or meat in water."", ""gu"": ""આ સૂપ છે. સૂપ એ શાકભાજી કે માંસને પાણીમાં ઉકાળીને બનાવેલો ગરમ, પ્રવાહી ખોરાક છે."", ""hi"": ""यह सूप है। सूप सब्जियों या मांस को पानी में उबालकर बनाया जाने वाला गर्म, तरल भोजन है।""}","{""en"": ""Soup is very cozy to eat when it is cold outside or when we feel sick. It is full of healthy vitamins."", ""gu"": ""જ્યારે બહાર ઠંડી હોય અથવા આપણે બીમાર હોઈએ ત્યારે ગરમ સૂપ પીવો ખૂબ આરામદાયક લાગે છે. તે વિટામિન્સથી ભરપૂર હોય છે."", ""hi"": ""जब बाहर ठंड हो या हम बीमार महसूस कर रहे हों, तब गर्म सूप पीना बहुत आरामदायक होता है। यह विटामिन से भरपूर होता है।""}","{""en"": ""Did you know? People have been eating soup for over 20,000 years!"", ""gu"": ""શું તમે જાણો છો? લોકો ૨૦,૦૦૦ વર્ષથી વધુ સમયથી સૂપ પી રહ્યા છે!"", ""hi"": ""क्या आप जानते हैं? लोग 20,000 से अधिक वर्षों से सूप पी रहे हैं!""}",matching,true,17
spaghetti,"{""en"": ""Spaghetti"", ""gu"": ""સ્પાઘેટ્ટી"", ""hi"": ""स्पेगेटी""}",,/assets/images/food_drink/spaghetti.png,,"{""en"": ""This is Spaghetti. Spaghetti is long, thin pasta noodles that we twirl on a fork."", ""gu"": ""આ સ્પાઘેટ્ટી છે. સ્પાઘેટ્ટી એ લાંબી, પાતળી પાસ્તા નૂડલ્સ છે જેને આપણે કાંટા ચમચી વડે ગોળ ફેરવીએ છીએ."", ""hi"": ""यह स्पेगेटी है। स्पेगेटी लंबी, पतली पास्ता नूडल्स होती हैं जिन्हें हम कांटेदार चम्मच से घुमाते हैं।""}","{""en"": ""Spaghetti is boiled in water and served with yummy tomato sauce and cheese. It is a popular Italian dish."", ""gu"": ""સ્પાઘેટ્ટી પાણીમાં ઉકાળવામાં આવે છે અને સ્વાદિષ્ટ ટામેટાની ચટણી તથા ચીઝ સાથે પીરસવામાં આવે છે. તે ઇટાલીની લોકપ્રિય વાનગી છે."", ""hi"": ""स्पेगेटी को पानी में उबाला जाता है और स्वादिष्ट टमाटर की चटनी तथा पनीर के साथ परोसा जाता है। यह इटली का एक लोकप्रिय व्यंजन है।""}","{""en"": ""Did you know? In Italy, spaghetti is eaten with only a fork, never with a spoon!"", ""gu"": ""શું તમે જાણો છો? ઇટાલીમાં, સ્પાઘેટ્ટી ફક્ત કાંટા ચમચીથી જ ખવાય છે, ક્યારેય સાદી ચમચીથી નહીં!"", ""hi"": ""क्या आप जानते हैं? इटली में स्पेगेटी केवल कांटेदार चम्मच से ही खाई जाती है, चम्मच से कभी नहीं!""}",matching,true,18
water,"{""en"": ""Water"", ""gu"": ""પાણી"", ""hi"": ""पानी""}",,/assets/images/food_drink/water.png,,"{""en"": ""This is Water. Water is the most important drink for all living things."", ""gu"": ""આ પાણી છે. પાણી એ તમામ સજીવો માટેનું સૌથી મહત્વનું પીણું છે."", ""hi"": ""यह पानी है। पानी सभी जीवित चीजों के लिए सबसे महत्वपूर्ण पेय है।""}","{""en"": ""We need to drink water every day to stay active and healthy. Plants and animals also need water to live."", ""gu"": ""સક્રિય અને સ્વસ્થ રહેવા માટે આપણે દરરોજ પાણી પીવું જરૂરી છે. છોડ અને પ્રાણીઓને પણ જીવવા માટે પાણીની જરૂર પડે છે."", ""hi"": ""सक्रिय और स्वस्थ रहने के लिए हमें हर दिन पानी पीने की आवश्यकता होती है। पौधों और जानवरों को भी जीवित रहने के लिए पानी की आवश्यकता होती है।""}","{""en"": ""Did you know? More than half of our body is actually made of water!"", ""gu"": ""શું તમે જાણો છો? આપણા શરીરનો અડધાથી વધુ ભાગ વાસ્તવમાં પાણીથી બનેલો છે!"", ""hi"": ""क्या आप जानते हैं? हमारे शरीर का आधे से अधिक भाग वास्तव में पानी से बना है!""}",matching,true,19
yogurt,"{""en"": ""Yogurt"", ""gu"": ""દહીં"", ""hi"": ""दही (योगर्ट)""}",,/assets/images/food_drink/yogurt.png,,"{""en"": ""This is Yogurt. Yogurt is a creamy and healthy food made from milk."", ""gu"": ""આ દહીં (યોગર્ટ) છે. દહીં એ દૂધમાંથી બનેલો એક ક્રીમી અને પૌષ્ટિક ખોરાક છે."", ""hi"": ""यह दही है। दही दूध से बना एक मलाईदार और पौष्टिक भोजन है।""}","{""en"": ""Yogurt is full of good bacteria that help our stomach digest food. It can be sweet and flavored with fruits like strawberry or mango."", ""gu"": ""દહીં સારા બેક્ટેરિયાથી ભરપૂર હોય છે જે આપણા પેટને ખોરાક પચાવવામાં મદદ કરે છે. તે સ્ટ્રોબેરી કે કેરી જેવા ફળો સાથે મીઠું અને ફ્લેવરવાળું હોઈ શકે છે."", ""hi"": ""दही में अच्छे बैक्टीरिया होते हैं जो हमारे पेट को खाना पचाने में मदद करते हैं। यह स्ट्रॉबेरी या आम जैसे फलों के स्वाद वाला मीठा हो सकता है।""}","{""en"": ""Did you know? Yogurt has been eaten for over 7,000 years, starting in ancient Central Asia!"", ""gu"": ""શું તમે જાણો છો? મધ્ય એશિયામાં લગભગ ૭,૦૦૦ વર્ષ પહેલાંથી દહીં ખાવામાં આવી રહ્યું છે!"", ""hi"": ""क्या आप जानते हैं? मध्य एशिया में लगभग 7,000 साल पहले से दही खाया जा रहा है!""}",matching,true,20
