topic_key,name,svg_path,image_path,lottie_path,narration,explanation,fact,game_type,is_free,display_order
lamp,"{""en"": ""Lamp"", ""gu"": ""લેમ્પ"", ""hi"": ""लैंप""}",,/assets/images/household_items/lamp.png,,"{""en"": ""This is a Lamp. Lamps light up our rooms when it is dark."", ""gu"": ""આ લેમ્પ છે. અંધારું હોય ત્યારે લેમ્પ આપણા રૂમમાં પ્રકાશ ફેલાવે છે."", ""hi"": ""यह लैंप है। अंधेरा होने पर लैंप हमारे कमरे में रोशनी करता है।""}","{""en"": ""A lamp uses electricity and a light bulb to shine. We place them on desks and tables to help us read books at night."", ""gu"": ""લેમ્પ પ્રકાશ આપવા માટે વીજળી અને વીજળીના ગોળાનો ઉપયોગ કરે છે. રાત્રે વાંચવા માટે આપણે તેને ટેબલ પર રાખીએ છીએ."", ""hi"": ""लैंप रोशनी करने के लिए बिजली और बिजली के बल्ब का उपयोग करता है। रात में पढ़ने के लिए हम इसे मेज पर रखते हैं।""}","{""en"": ""Did you know? The oldest lamps were hollow stones filled with animal fat and a wick!"", ""gu"": ""શું તમે જાણો છો? સૌથી જૂના લેમ્પ ખોખલા પથ્થરો હતા જે પ્રાણીઓની ચરબી અને દિવેટથી ભરેલા હતા!"", ""hi"": ""क्या आप जानते हैं? सबसे पुराने लैंप खोखले पत्थर थे जो जानवरों की वसा और बत्ती से भरे होते थे!""}",matching,true,11
microwave,"{""en"": ""Microwave"", ""gu"": ""માઇક્રોવેવ"", ""hi"": ""माइक्रोवेव""}",,/assets/images/household_items/microwave.png,,"{""en"": ""This is a Microwave. Microwaves heat up our food very quickly."", ""gu"": ""આ માઇક્રોવેવ છે. માઇક્રોવેવ આપણા ખોરાકને ખૂબ જ ઝડપથી ગરમ કરે છે."", ""hi"": ""यह माइक्रोवेव है। माइक्रोवेव हमारे भोजन को बहुत जल्दी गर्म करता है।""}","{""en"": ""A microwave uses invisible waves to warm up leftovers, melt butter, or pop popcorn in just a few minutes. It has a rotating plate inside."", ""gu"": ""માઇક્રોવેવ બચેલા ખોરાકને ગરમ કરવા કે પોપકોર્ન બનાવવા અદ્રશ્ય તરંગોનો ઉપયોગ કરે છે. તેની અંદર એક ફરતી પ્લેટ હોય છે."", ""hi"": ""माइक्रोवेव बचे हुए भोजन को गर्म करने या पॉपकॉर्न बनाने के लिए अदृश्य तरंगों का उपयोग करता है। इसके अंदर एक घूमने वाली प्लेट होती है।""}","{""en"": ""Did you know? The microwave was invented by accident when a scientist noticed a chocolate bar melted in his pocket!"", ""gu"": ""શું તમે જાણો છો? માઇક્રોવેવની શોધ અકસ્માતે થઈ હતી જ્યારે વૈજ્ઞાનિકે જોયું કે તેના ખિસ્સામાં રહેલી ચોકલેટ ઓગળી ગઈ હતી!"", ""hi"": ""क्या आप जानते हैं? माइक्रोवेव का आविष्कार तब हुआ जब एक वैज्ञानिक ने देखा कि उसकी जेब में रखी चॉकलेट पिघल गई थी!""}",matching,true,12
mirror,"{""en"": ""Mirror"", ""gu"": ""અરીસો"", ""hi"": ""दर्पण (शीशा)""}",,/assets/images/household_items/mirror.png,,"{""en"": ""This is a Mirror. Mirrors show us our reflection when we look into them."", ""gu"": ""આ અરીસો છે. અરીસો આપણને આપણું પ્રતિબિંબ દર્શાવે છે જ્યારે આપણે તેમાં જોઈએ છીએ."", ""hi"": ""यह शीशा है। शीशा हमें हमारा प्रतिबिंब दिखाता है जब हम उसमें देखते हैं।""}","{""en"": ""A mirror is made of glass with a shiny metal coating on the back. It helps us brush our hair, wash our face, and dress up neatly."", ""gu"": ""અરીસો કાચ અને પાછળ ધાતુના કોટિંગથી બને છે. તે આપણને વાળ ઓળવામાં, મોં ધોવામાં અને સરસ રીતે તૈયાર થવામાં મદદ કરે છે."", ""hi"": ""शीशा कांच और पीछे धातु की कोटिंग से बनता है। यह हमें बाल संवारने, मुंह धोने और अच्छे से तैयार होने में मदद करता है।""}","{""en"": ""Did you know? Before glass mirrors, people used highly polished bronze plates or still water to see their reflection!"", ""gu"": ""શું તમે જાણો છો? કાચના અરીસા પહેલા, લોકો પોતાનું પ્રતિબિંબ જોવા માટે પોલિશ કરેલી ધાતુ અથવા શાંત પાણીનો ઉપયોગ કરતા!"", ""hi"": ""क्या आप जानते हैं? कांच के शीशे से पहले, लोग अपना प्रतिबिंब देखने के लिए पॉलिश की हुई धातु या शांत पानी का उपयोग करते थे!""}",matching,true,13
mug,"{""en"": ""Mug"", ""gu"": ""મગ"", ""hi"": ""मग""}",,/assets/images/household_items/mug.png,,"{""en"": ""This is a Mug. We use a mug to drink warm milk, cocoa, or soup."", ""gu"": ""આ મગ છે. આપણે ગરમ દૂધ, કોકો કે સૂપ પીવા માટે મગનો ઉપયોગ કરીએ છીએ."", ""hi"": ""यह मग है। हम गर्म दूध, कोको या सूप पीने के लिए मग का उपयोग करते हैं।""}","{""en"": ""A mug is a large cup with thick walls and a big handle. The handle keeps our hands safe from the hot drink inside."", ""gu"": ""મગ એ જાડી દીવાલ અને મોટા હેન્ડલ વાળો મોટો કપ છે. હેન્ડલ આપણા હાથને ગરમ પીણાથી બચાવે છે."", ""hi"": ""मग एक बड़ा कप होता है जिसमें मोटी दीवारें और एक बड़ा हैंडल होता है। हैंडल हमारे हाथ को गर्म पेय से बचाता है।""}","{""en"": ""Did you know? The oldest mugs ever found were made of wood and clay thousands of years ago!"", ""gu"": ""શું તમે જાણો છો? અત્યાર સુધી મળેલા સૌથી જૂના મગ હજારો વર્ષ પહેલાં લાકડા અને માટીમાંથી બનાવવામાં આવ્યા હતા!"", ""hi"": ""क्या आप जानते हैं? अब तक पाए गए सबसे पुराने मग हजारों साल पहले लकड़ी और मिट्टी से बनाए गए थे!""}",matching,true,14
pillow,"{""en"": ""Pillow"", ""gu"": ""ઓશીકું"", ""hi"": ""तकिया""}",,/assets/images/household_items/pillow.png,,"{""en"": ""This is a Pillow. Pillows are soft cushions that support our heads when we rest."", ""gu"": ""આ ઓશીકું છે. ઓશીકું એ એક નરમ ગાદી છે જે આપણે સૂતી વખતે આપણા માથાને ટેકો આપે છે."", ""hi"": ""यह तकिया है। तकिया एक मुलायम गद्दी होती है जो सोते समय हमारे सिर को सहारा देती है।""}","{""en"": ""Pillows are filled with soft feathers, foam, or cotton. They make our bed feel cozy and help us sleep comfortably all night."", ""gu"": ""ઓશીકા નરમ પીંછા, ફોમ અથવા કપાસથી ભરેલા હોય છે. તેઓ આપણને પથારીમાં આરામદાયક અનુભવ કરાવે છે અને સારી ઊંઘ આપે છે."", ""hi"": ""तकिए मुलायम पंख, फोम या कपास से भरे होते हैं। ये हमें बिस्तर पर आरामदायक महसूस कराते हैं और अच्छी नींद देते हैं।""}","{""en"": ""Did you know? In ancient Mesopotamia, pillows were made of hard stone to keep bugs away from people's hair!"", ""gu"": ""શું તમે જાણો છો? પ્રાચીન મેસોપોટેમીયામાં, લોકોના વાળથી જંતુઓ દૂર રાખવા માટે પથ્થરના ઓશીકા બનાવવામાં આવતા હતા!"", ""hi"": ""क्या आप जानते हैं? प्राचीन मेसोपोटामिया में, लोगों के बालों से कीड़े दूर रखने के लिए पत्थर के तकिए बनाए जाते थे!""}",matching,true,15
plate,"{""en"": ""Plate"", ""gu"": ""થાળી"", ""hi"": ""थाली""}",,/assets/images/household_items/plate.png,,"{""en"": ""This is a Plate. Plates hold our food when we eat meals."", ""gu"": ""આ થાળી (પ્લેટ) છે. જ્યારે આપણે જમીએ છીએ ત્યારે તે આપણો ખોરાક રાખે છે."", ""hi"": ""यह थाली है। जब हम खाना खाते हैं तो यह हमारे भोजन को रखती है।""}","{""en"": ""A plate is a flat, round dish. We place rice, vegetables, or sandwiches on a plate so we can eat cleanly without spilling."", ""gu"": ""થાળી એક સપાટ, ગોળ વાસણ છે. આપણે ભાત, શાકભાજી કે સેન્ડવીચ થાળી પર રાખીએ છીએ જેથી ઢોળાયા વિના સ્વચ્છતાથી ખાઈ શકાય."", ""hi"": ""थाली एक चपटा, गोल बर्तन होती है। हम चावल, सब्जियां या सैंडविच थाली पर रखते हैं ताकि बिना गिरे सफ़ाई से खाया जा सके।""}","{""en"": ""Did you know? The first plates were actually flat pieces of stale bread that people ate off of!"", ""gu"": ""શું તમે જાણો છો? પ્રથમ થાળીઓ વાસ્તવમાં વાસી બ્રેડના સપાટ ટુકડા હતા જેના પર લોકો ખોરાક રાખીને ખાતા!"", ""hi"": ""क्या आप जानते हैं? पहली थालियाँ वास्तव में बासी ब्रेड के चपटे टुकड़े थीं जिन पर लोग भोजन रखकर खाते थे!""}",matching,true,16
refrigerator,"{""en"": ""Refrigerator"", ""gu"": ""ફ્રિજ"", ""hi"": ""रेफ्रिजरेटर (फ्रिज)""}",,/assets/images/household_items/refrigerator.png,,"{""en"": ""This is a Refrigerator. Refrigerators keep our food cold and fresh."", ""gu"": ""આ ફ્રિજ (રેફ્રિજરેટર) છે. ફ્રિજ આપણા ખોરાકને ઠંડો અને તાજો રાખે છે."", ""hi"": ""यह फ्रिज है। फ्रिज हमारे भोजन को ठंडा और ताज़ा रखता है।""}","{""en"": ""A refrigerator is a big, cold cabinet. It stops milk, fruits, and vegetables from spoiling, and makes ice inside the freezer."", ""gu"": ""ફ્રિજ એ એક મોટું, ઠંડુ કબાટ છે. તે દૂધ, ફળો અને શાકભાજીને બગડતા અટકાવે છે, અને ફ્રીઝરની અંદર બરફ બનાવે છે."", ""hi"": ""फ्रिज एक बड़ा, ठंडा कैबिनेट होता है। यह दूध, फल और सब्जियों को खराब होने से रोकता है, और फ्रीजर के अंदर बर्फ बनाता है।""}","{""en"": ""Did you know? The refrigerator is one of the most important inventions, helping people preserve food safely since the 1920s!"", ""gu"": ""શું તમે જાણો છો? ફ્રિજ એ ૧૯૨૦ ના દાયકાથી ખોરાકને સુરક્ષિત રાખવામાં મદદ કરતું સૌથી મહત્વપૂર્ણ મશીન છે!"", ""hi"": ""क्या आप जानते हैं? फ्रिज 1920 के दशक से भोजन को सुरक्षित रखने में मदद करने वाला सबसे महत्वपूर्ण उपकरण है!""}",matching,true,17
soap,"{""en"": ""Soap"", ""gu"": ""સાબુ"", ""hi"": ""साबुन""}",,/assets/images/household_items/soap.png,,"{""en"": ""This is Soap. We use soap with water to wash our hands and bodies."", ""gu"": ""આ સાબુ છે. આપણે આપણા હાથ અને શરીર ધોવા માટે પાણી સાથે સાબુ વાપરીએ છીએ."", ""hi"": ""यह साबुन है। हम अपने हाथ और शरीर धोने के लिए पानी के साथ साबुन का उपयोग करते हैं।""}","{""en"": ""Soap makes bubbly foam that washes away dirt and germs. Washing hands with soap keeps us clean and protects us from getting sick."", ""gu"": ""સાબુ ફીણ બનાવે છે જે ધૂળ અને જંતુઓને સાફ કરે છે. સાબુથી હાથ ધોવાથી આપણું શરીર સ્વચ્છ રહે છે અને રોગોથી બચે છે."", ""hi"": ""साबुन झाग बनाता है जो धूल और कीटाणुओं को साफ़ करता है। साबुन से हाथ धोने से हमारा शरीर साफ़ रहता है और बीमारियों से बचता है।""}","{""en"": ""Did you know? Soap was first created thousands of years ago using animal fat and wood ash!"", ""gu"": ""શું તમે જાણો છો? હજારો વર્ષ પહેલાં ચરબી અને લાકડાની રાખનો ઉપયોગ કરીને સાબુની શોધ કરવામાં આવી હતી!"", ""hi"": ""क्या आप जानते हैं? हजारों साल पहले वसा और लकड़ी की राख का उपयोग करके साबुन का आविष्कार किया गया था!""}",matching,true,18
sofa,"{""en"": ""Sofa"", ""gu"": ""સોફા"", ""hi"": ""सोफा""}",,/assets/images/household_items/sofa.png,,"{""en"": ""This is a Sofa. Sofas are large, comfortable seats for several people."", ""gu"": ""આ સોફા છે. સોફા એ એકસાથે ઘણા લોકો બેસી શકે તેવી મોટી, આરામદાયક બેઠક છે."", ""hi"": ""यह सोफा है। सोफा एक साथ कई लोगों के बैठने के लिए एक बड़ी, आरामदायक सीट होती है।""}","{""en"": ""A sofa is placed in the living room. Families sit on the sofa together to talk, read books, or watch television."", ""gu"": ""સોફા લિવિંગ રૂમ (બેઠક ખંડ) માં રાખવામાં આવે છે. પરિવારો સોફા પર સાથે બેસીને વાતો કરે છે અથવા ટીવી જુએ છે."", ""hi"": ""सोफा लिविंग रूम में रखा जाता है। परिवार सोफे पर एक साथ बैठकर बातें करते हैं या टीवी देखते हैं।""}","{""en"": ""Did you know? The word 'sofa' comes from an Arabic word 'suffah', which means a bench covered with cushions!"", ""gu"": ""શું તમે જાણો છો? 'સોફા' શબ્દ અરબી શબ્દ 'suffah' પરથી આવ્યો છે, જેનો અર્થ ગાદીવાળો બાંકડો થાય છે!"", ""hi"": ""क्या आप जानते हैं? 'सोफा' शब्द अरबी शब्द 'suffah' से आया है, जिसका अर्थ गद्दीदार बेंच होता है!""}",matching,true,19
spoon,"{""en"": ""Spoon"", ""gu"": ""ચમચી"", ""hi"": ""चम्मच""}",,/assets/images/household_items/spoon.png,,"{""en"": ""This is a Spoon. We use a spoon to eat liquid and soft foods cleanly."", ""gu"": ""આ ચમચી છે. આપણે પ્રવાહી અને નરમ ખોરાક સ્વચ્છતાથી ખાવા માટે ચમચીનો ઉપયોગ કરીએ છીએ."", ""hi"": ""यह चम्मच है। हम तरल और मुलायम भोजन को साफ़-सफाई से खाने के लिए चम्मच का उपयोग करते हैं।""}","{""en"": ""A spoon has a small shallow bowl at the end of a handle. It is perfect for scooping up soup, yogurt, ice cream, and rice."", ""gu"": ""ચમચીના છેડે એક નાની ખાંચાવાળી વાટકી જેવો ભાગ હોય છે. તે સૂપ, દહીં, આઇસક્રીમ અને ભાત ખાવા માટે ઉત્તમ છે."", ""hi"": ""चम्मच के सिरे पर एक छोटी कटोरी जैसी संरचना होती है। यह सूप, दही, आइसक्रीम और चावल खाने के लिए सबसे अच्छी होती है।""}","{""en"": ""Did you know? In ancient Rome, people carved spoons out of sea shells and bone!"", ""gu"": ""શું તમે જાણો છો? પ્રાચીન રોમમાં લોકો દરિયાઈ શંખ અને હાડકાંમાંથી ચમચી બનાવતા હતા!"", ""hi"": ""क्या आप जानते हैं? प्राचीन रोम में लोग समुद्री शंख और हड्डियों से चम्मच बनाते थे!""}",matching,true,20
table,"{""en"": ""Table"", ""gu"": ""ટેબલ"", ""hi"": ""मेज""}",,/assets/images/household_items/table.png,,"{""en"": ""This is a Table. A table has a flat top where we can place things."", ""gu"": ""આ ટેબલ છે. ટેબલ પર એક સપાટ સપાટી હોય છે જેના પર આપણે વસ્તુઓ મૂકી શકીએ છીએ."", ""hi"": ""यह मेज है। मेज पर एक चपटी सतह होती है जिस पर हम चीजें रख सकते हैं।""}","{""en"": ""A table stands on legs. We sit next to a table to study, draw pictures, or eat dinner with our family."", ""gu"": ""ટેબલ પાયા પર ઉભું રહે છે. આપણે ટેબલ પાસે બેસીને અભ્યાસ કરીએ છીએ, ચિત્રો દોરીએ છીએ અથવા જમીએ છીએ."", ""hi"": ""मेज पैरों पर खड़ी होती है। हम मेज के पास बैठकर पढ़ाई करते हैं, चित्र बनाते हैं या भोजन करते हैं।""}","{""en"": ""Did you know? The oldest tables were used by ancient Egyptians over 4,500 years ago, mostly for keeping games!"", ""gu"": ""શું તમે જાણો છો? સૌથી જૂના ટેબલનો ઉપયોગ પ્રાચીન ઇજિપ્તવાસીઓ દ્વારા રમતો રમવા માટે થતો હતો!"", ""hi"": ""क्या आप जानते हैं? सबसे पुरानी मेज का उपयोग प्राचीन मिस्रवासियों द्वारा खेल खेलने के लिए किया जाता था!""}",matching,true,21
television,"{""en"": ""Television"", ""gu"": ""ટેલિવિઝન"", ""hi"": ""टेलीविज़न""}",,/assets/images/household_items/television.png,,"{""en"": ""This is a Television. A television shows moving pictures and sounds."", ""gu"": ""આ ટેલિવિઝન (ટીવી) છે. ટીવી આપણને ફરતા ચિત્રો અને અવાજો બતાવે છે."", ""hi"": ""यह टेलीविज़न है। टेलीविज़न हमें चलते हुए चित्र और आवाज़ दिखाता है।""}","{""en"": ""We watch cartoons, educational shows, and movies on a television screen. We use a remote control to change channels."", ""gu"": ""આપણે ટીવી સ્ક્રીન પર કાર્ટૂન, શૈક્ષણિક કાર્યક્રમો અને ફિલ્મો જોઈએ છીએ. ચેનલ બદલવા આપણે રીમોટ વાપરીએ છીએ."", ""hi"": ""हम टीवी स्क्रीन पर कार्टून, शैक्षिक कार्यक्रम और फ़िल्में देखते हैं। चैनल बदलने के लिए हम रिमोट का उपयोग करते हैं।""}","{""en"": ""Did you know? The first televisions did not have colors; they only showed black and white pictures!"", ""gu"": ""શું તમે જાણો છો? પ્રથમ ટેલિવિઝનમાં રંગો નહોતા; તેઓ માત્ર બ્લેક એન્ડ વ્હાઇટ ચિત્રો બતાવતા!"", ""hi"": ""क्या आप जानते हैं? पहले टेलीविज़न में रंग नहीं होते थे; वे केवल ब्लैक एंड व्हाइट चित्र दिखाते थे!""}",matching,true,22
toaster,"{""en"": ""Toaster"", ""gu"": ""ટોસ્ટર"", ""hi"": ""टोस्टर""}",,/assets/images/household_items/toaster.png,,"{""en"": ""This is a Toaster. Toasters toast slices of bread to make them warm and crunchy."", ""gu"": ""આ ટોસ્ટર છે. ટોસ્ટર બ્રેડને ગરમ અને ક્રન્ચી (કડક) બનાવે છે."", ""hi"": ""यह टोस्टर है। टोस्टर ब्रेड को गर्म और कुरकुरा बनाता है।""}","{""en"": ""We slide bread slices into the slots and press the lever down. The toaster heats the bread and then pops it up when ready."", ""gu"": ""આપણે બ્રેડને ખાંચામાં મૂકીને લીવર દબાવીએ છીએ. ટોસ્ટર બ્રેડને ગરમ કરે છે અને તૈયાર થતાં તે બહાર આવે છે."", ""hi"": ""हम ब्रेड को खांचे में रखकर लीवर दबाते हैं। टोस्टर ब्रेड को गर्म करता है और तैयार होने पर यह बाहर आ जाती है।""}","{""en"": ""Did you know? The first toaster was invented before sliced bread was even sold in stores!"", ""gu"": ""શું તમે જાણો છો? બ્રેડની સ્લાઇસ દુકાનોમાં વેચાવાનું શરૂ થયું તે પહેલાં ટોસ્ટરની શોધ થઈ ગઈ હતી!"", ""hi"": ""क्या आप जानते हैं? ब्रेड के टुकड़े दुकानों में बिकने से पहले ही टोस्टर का आविष्कार हो चुका था!""}",matching,true,23
toothbrush,"{""en"": ""Toothbrush"", ""gu"": ""ટૂથબ્રશ"", ""hi"": ""टूथब्रश""}",,/assets/images/household_items/toothbrush.png,,"{""en"": ""This is a Toothbrush. We use a toothbrush to brush our teeth and keep them clean."", ""gu"": ""આ ટૂથબ્રશ છે. આપણે દાંત સાફ રાખવા માટે ટૂથબ્રશનો ઉપયોગ કરીએ છીએ."", ""hi"": ""यह टूथब्रश है। हम दांतों को साफ़ रखने के लिए टूथब्रश का उपयोग करते हैं।""}","{""en"": ""A toothbrush has soft bristles on a small head. Brushing our teeth twice a day with toothpaste prevents cavities and keeps our smile bright."", ""gu"": ""ટૂથબ્રશમાં નાના માથા પર નરમ બ્રિસ્ટલ્સ (રેસા) હોય છે. દિવસમાં બે વાર બ્રશ કરવાથી દાંત સાફ અને ચમકીલા રહે છે."", ""hi"": ""टूथब्रश में छोटे सिर पर मुलायम रेशे होते हैं। दिन में दो बार ब्रश करने से दांत साफ़ और चमकदार रहते हैं।""}","{""en"": ""Did you know? The first toothbrushes were made of pig hair and bone handles long ago in China!"", ""gu"": ""શું તમે જાણો છો? લાંબા સમય પહેલા ચીનમાં પ્રથમ ટૂથબ્રશ પ્રાણીઓના વાળ અને હાડકાના હેન્ડલથી બનાવાયા હતા!"", ""hi"": ""क्या आप जानते हैं? बहुत पहले चीन में पहला टूथब्रश जानवरों के बालों और हड्डियों के हैंडल से बनाया गया था!""}",matching,true,24
toothpaste,"{""en"": ""Toothpaste"", ""gu"": ""ટૂથપેસ્ટ"", ""hi"": ""टूथपेस्ट""}",,/assets/images/household_items/toothpaste.png,,"{""en"": ""This is Toothpaste. Toothpaste makes bubbles to clean our teeth when we brush."", ""gu"": ""આ ટૂથપેસ્ટ છે. બ્રશ કરતી વખતે ટૂથપેસ્ટ દાંત સાફ કરવા ફીણ (પરપોટા) બનાવે છે."", ""hi"": ""यह टूथपेस्ट है। ब्रश करते समय टूथपेस्ट दांतों को साफ़ करने के लिए झाग बनाता है।""}","{""en"": ""We squeeze a little toothpaste onto our toothbrush. It has a minty, fresh taste that makes our breath smell very clean."", ""gu"": ""આપણે ટૂથબ્રશ પર થોડી ટૂથપેસ્ટ લગાવીએ છીએ. તેનો સ્વાદ મિન્ટ જેવો તાજગીદાયક હોય છે જે શ્વાસને સુગંધિત બનાવે છે."", ""hi"": ""हम टूथब्रश पर थोड़ी टूथपेस्ट लगाते हैं। इसका स्वाद पुदीने जैसा ताज़गी देने वाला होता है जो सांसों को महकाता है।""}","{""en"": ""Did you know? Long ago, before toothpaste in tubes, people used crushed eggshells and ashes to clean teeth!"", ""gu"": ""શું તમે જાણો છો? ટ્યુબવાળી ટૂથપેસ્ટ પહેલા, લોકો દાંત સાફ કરવા ઇંડાના કવચ અને રાખનો ઉપયોગ કરતા!"", ""hi"": ""क्या आप जानते हैं? ट्यूब वाली टूथपेस्ट से पहले, लोग दांत साफ़ करने के लिए अंडे के छिलकों और राख का उपयोग करते थे!""}",matching,true,25
towel,"{""en"": ""Towel"", ""gu"": ""ટુવાલ"", ""hi"": ""तौलिया""}",,/assets/images/household_items/towel.png,,"{""en"": ""This is a Towel. We use a towel to dry our skin after washing."", ""gu"": ""આ ટુવાલ છે. હાથ-મોં કે શરીર ધોયા પછી આપણે ત્વચાને સૂકવવા ટુવાલનો ઉપયોગ કરીએ છીએ."", ""hi"": ""यह तौलिया है। हाथ-मुंह या शरीर धोने के बाद हम त्वचा को सुखाने के लिए तौलिये का उपयोग करते हैं।""}","{""en"": ""Towels are made of thick cotton cloth that absorbs water quickly. We use them after a bath, swimming, or washing our hands."", ""gu"": ""ટુવાલ જાડા સુતરાઉ કાપડમાંથી બને છે જે પાણીને ઝડપથી શોષી લે છે. નહાયા પછી કે હાથ ધોયા પછી આપણે તેનો ઉપયોગ કરીએ છીએ."", ""hi"": ""तौलिया मोटे सूती कपड़े से बनता है जो पानी को जल्दी सोख लेता है। नहाने या हाथ धोने के बाद हम इसका उपयोग करते हैं।""}","{""en"": ""Did you know? The city of Bursa in Turkey is famous for weaving the first looped towels over 300 years ago!"", ""gu"": ""શું તમે જાણો છો? તુર્કીનું બુર્સા શહેર ૩૦૦ વર્ષ પહેલાં સૌપ્રથમ લૂપ્ડ ટુવાલ બનાવવા માટે પ્રખ્યાત હતું!"", ""hi"": ""क्या आप जानते हैं? तुर्की का बर्सा शहर 300 साल पहले सबसे पहले लूप वाले तौलिये बनाने के लिए प्रसिद्ध था!""}",matching,true,26
vacuum,"{""en"": ""Vacuum"", ""gu"": ""વેક્યુમ ક્લીનર"", ""hi"": ""वैक्यूम क्लीनर""}",,/assets/images/household_items/vacuum.png,,"{""en"": ""This is a Vacuum. Vacuum cleaners suck up dust and dirt from carpets and floors."", ""gu"": ""આ વેક્યુમ ક્લીનર છે. વેક્યુમ ક્લીનર કાર્પેટ અને ફ્લોર પરથી ધૂળ અને કચરો ખેંચી લે છે."", ""hi"": ""यह वैक्यूम क्लीनर है। वैक्यूम क्लीनर कालीन और फर्श से धूल और कचरा खींच लेता है।""}","{""en"": ""A vacuum cleaner uses air suction to pull dust into a bag inside. It makes a loud humming sound and helps keep carpets very clean."", ""gu"": ""વેક્યુમ ક્લીનર ધૂળને અંદર ખેંચવા માટે હવાના ખેંચાણનો ઉપયોગ કરે છે. તે મોટો અવાજ કરે છે અને કાર્પેટને સાફ રાખે છે."", ""hi"": ""वैक्यूम क्लीनर धूल को अंदर खींचने के लिए हवा के खिंचाव का उपयोग करता है। यह तेज़ आवाज़ करता है और कालीन को साफ़ रखता है।""}","{""en"": ""Did you know? The first vacuum cleaners were so giant they had to be pulled by horses outside the house!"", ""gu"": ""શું તમે જાણો છો? પ્રથમ વેક્યુમ ક્લીનર્સ એટલા મોટા હતા કે તેમને ઘરની બહાર ઘોડાઓ દ્વારા ખેંચવા પડતા!"", ""hi"": ""क्या आप जानते हैं? पहले वैक्यूम क्लीनर इतने बड़े थे कि उन्हें घर के बाहर घोड़ों द्वारा खींचना पड़ता था!""}",matching,true,27
wardrobe,"{""en"": ""Wardrobe"", ""gu"": ""કબાટ"", ""hi"": ""अलमारी (वार्डरोब)""}",,/assets/images/household_items/wardrobe.png,,"{""en"": ""This is a Wardrobe. A wardrobe stores our clothes neatly on hangers and shelves."", ""gu"": ""આ કબાટ (વોર્ડરોબ) છે. કબાટ આપણી કપડાને હેંગર અને ખાનાઓમાં સુંદર રીતે ગોઠવીને રાખે છે."", ""hi"": ""यह अलमारी है। अलमारी हमारे कपड़ों को हैंगर और खानों में सुंदर ढंग से व्यवस्थित रखती है।""}","{""en"": ""We hang shirts, jackets, and dresses in the wardrobe. It keeps our clothes clean, organized, and free of wrinkles."", ""gu"": ""આપણે કબાટમાં શર્ટ, જેકેટ અને કપડા લટકાવીએ છીએ. તે આપણા કપડાંને સ્વચ્છ, વ્યવસ્થિત અને કરચલી મુક્ત રાખે છે."", ""hi"": ""हम अलमारी में शर्ट, जैकेट और कपड़े लटकाते हैं। यह हमारे कपड़ों को साफ़, व्यवस्थित और सिलवटों से मुक्त रखता है।""}","{""en"": ""Did you know? The word 'wardrobe' originally meant a private room where kings kept their armor and robes!"", ""gu"": ""શું તમે જાણો છો? 'વોર્ડરોબ' શબ્દનો અર્થ મૂળરૂપે એક ખાનગી ઓરડો હતો જ્યાં રાજાઓ તેમના બખ્તર અને શાહી ઝભ્ભા રાખતા!"", ""hi"": ""क्या आप जानते हैं? 'वार्डरोब' शब्द का मूल रूप से अर्थ एक निजी कमरा था जहाँ राजा अपने कवच और शाही वस्त्र रखते थे!""}",matching,true,28
washing_machine,"{""en"": ""Washing Machine"", ""gu"": ""વોશિંગ મશીન"", ""hi"": ""वाशिंग मशीन""}",,/assets/images/household_items/washing_machine.png,,"{""en"": ""This is a Washing Machine. Washing machines wash dirty clothes so they smell fresh."", ""gu"": ""આ વોશિંગ મશીન છે. વોશિંગ મશીન મેલા કપડાંને ધોઈને તેને તાજા અને સુગંધિત બનાવે છે."", ""hi"": ""यह वाशिंग मशीन है। वाशिंग मशीन गंदे कपड़ों को धोकर उन्हें साफ़ और सुगंधित बनाती है।""}","{""en"": ""We put clothes, water, and soap inside. The machine spins them fast to scrub out all the mud and spots. It saves us from hand washing."", ""gu"": ""આપણે તેમાં કપડાં, પાણી અને સાબુ નાખીએ છીએ. મશીન કપડાંને ગોળ ફેરવીને કાદવ અને ડાઘ સાફ કરે છે. તે આપણો સમય બચાવે છે."", ""hi"": ""हम इसमें कपड़े, पानी और साबुन डालते हैं। मशीन कपड़ों को गोल घुमाकर कीचड़ और दाग साफ़ करती है। यह हमारा समय बचाती है।""}","{""en"": ""Did you know? Before washing machines, people washed clothes by beating them against river rocks!"", ""gu"": ""શું તમે જાણો છો? વોશિંગ મશીન પહેલા, લોકો કપડાંને નદીના પત્થરો પર પછાડીને ધોતા હતા!"", ""hi"": ""क्या आप जानते हैं? वाशिंग मशीन से पहले, लोग कपड़ों को नदी के पत्थरों पर पटक कर धोते थे!""}",matching,true,29
