topic_key,name,svg_path,image_path,lottie_path,narration,explanation,fact,game_type,is_free,display_order
k,"{""en"": ""K"", ""gu"": ""K"", ""hi"": ""K""}",,/assets/images/alphabet/k.png,,"{""en"": ""K is for Kangaroo! Kangaroos are hopping animals with a pouch."", ""gu"": ""કે એટલે કાંગારુ! કાંગારુ એ એક કોથળી ધરાવતું કૂદતું પ્રાણી છે."", ""hi"": ""के से कंगारू! कंगारू थैली वाले कूदने वाले जानवर होते हैं।""}","{""en"": ""They use their strong back legs to hop very high, and mother kangaroos carry their babies in a pouch on their bellies!"", ""gu"": ""તેઓ ખૂબ ઊંચા કૂદવા માટે તેમના પાછળના મજબૂત પગનો ઉપયોગ કરે છે, અને માદા કાંગારુ તેમના બચ્ચાને તેમના પેટ પરની કોથળીમાં રાખે છે!"", ""hi"": ""वे बहुत ऊंची छलांग लगाने के लिए अपने पिछले मजबूत पैरों का उपयोग करते हैं, और मादा कंगारू अपने बच्चों को अपने पेट पर बनी थैली में रखती हैं!""}","{""en"": ""Did you know? Baby kangaroos are called joeys, and when they are born, they are only about the size of a jellybean!"", ""gu"": ""શું તમે જાણો છો? કાંગારુના બચ્ચાને 'જોઈ' કહેવામાં આવે છે, અને જ્યારે તેઓ જન્મે છે ત્યારે તેઓ માત્ર એક જેલીબીન જેટલા કદના હોય છે!"", ""hi"": ""क्या आपको पता है? कंगारू के बच्चों को 'जोई' कहा जाता है, और जब वे पैदा होते हैं, तो वे केवल एक जेलीबीन के आकार के होते हैं!""}",memory,true,11
l,"{""en"": ""L"", ""gu"": ""L"", ""hi"": ""L""}",,/assets/images/alphabet/l.png,,"{""en"": ""L is for Lion! Lions are known as the King of the Jungle."", ""gu"": ""એલ એટલે સિંહ! સિંહને જંગલના રાજા તરીકે ઓળખવામાં આવે છે."", ""hi"": ""एल से शेर! शेरों को जंगल के राजा के रूप में जाना जाता है।""}","{""en"": ""Lions are big, strong wild cats with golden fur. Male lions have a beautiful circle of long hair around their neck called a mane."", ""gu"": ""સિંહ એ સોનેરી રુવાંટીવાળી મોટી અને મજબૂત જંગલી બિલાડીઓ છે. નર સિંહની ગરદનની આસપાસ લાંબા વાળનું સુંદર વર્તુળ હોય છે જેને કેશવાળી કહે છે."", ""hi"": ""शेर सुनहरे बालों वाली बड़ी और मजबूत जंगली बिल्लियां हैं। नर शेरों के गले के चारों ओर लंबे बालों का एक सुंदर घेरा होता है जिसे अयाल कहते हैं।""}","{""en"": ""Did you know? A lion's roar is so loud that it can be heard from five miles away!"", ""gu"": ""શું તમે જાણો છો? સિંહની ગર્જના એટલી મોટી હોય છે કે તેને પાંચ માઇલ દૂરથી પણ સાંભળી શકાય છે!"", ""hi"": ""क्या आपको पता है? शेर की दहाड़ इतनी तेज़ होती है कि इसे पाँच मील दूर से भी सुना जा सकता है!""}",memory,true,12
m,"{""en"": ""M"", ""gu"": ""M"", ""hi"": ""M""}",,/assets/images/alphabet/m.png,,"{""en"": ""M is for Monkey! Monkeys are playful animals that love to swing on trees."", ""gu"": ""એમ એટલે મંકી! વાંદરાઓ તોફાની પ્રાણીઓ છે જેમને ઝાડ પર ઝૂલવું ગમે છે."", ""hi"": ""एम से मंकी! बंदर चंचल जानवर हैं जिन्हें पेड़ों पर झूलना पसंद है।""}","{""en"": ""Monkeys use their long tails to balance and hold branches while searching for food!"", ""gu"": ""વાંદરાઓ ખોરાક શોધતી વખતે સંતુલન રાખવા અને ડાળીઓ પકડવા તેમની લાંબી પૂંછડીનો ઉપયોગ કરે છે!"", ""hi"": ""बंदर भोजन की तलाश करते समय संतुलन बनाने और शाखाओं को पकड़ने के लिए अपनी लंबी पूंछ का उपयोग करते हैं!""}","{""en"": ""Did you know? Monkeys can use tools, like rocks to crack open nuts, just like humans!"", ""gu"": ""શું તમે જાણો છો? વાંદરાઓ મનુષ્યની જેમ જ નટ્સ તોડવા માટે પથ્થર જેવા સાધનોનો ઉપયોગ કરી શકે છે!"", ""hi"": ""क्या आपको पता है? बंदर इंसानों की तरह ही नट्स तोड़ने के लिए पत्थरों जैसे औजारों का उपयोग कर सकते हैं!""}",memory,true,13
n,"{""en"": ""N"", ""gu"": ""N"", ""hi"": ""N""}",,/assets/images/alphabet/n.png,,"{""en"": ""N is for Nest! Nests are cozy homes built by birds for their eggs."", ""gu"": ""એન એટલે નેસ્ટ! માળો એ પક્ષીઓ દ્વારા તેમના ઇંડા માટે બનાવવામાં આવેલ આરામદાયક ઘર છે."", ""hi"": ""एन से नेस्ट! घोंसला पक्षियों द्वारा अपने अंडों के लिए बनाया गया एक आरामदायक घर है।""}","{""en"": ""Birds use twigs, leaves, and grass to weave a safe, warm bowl in the trees."", ""gu"": ""પક્ષીઓ ઝાડમાં સુરક્ષિત, ગરમ વાટકો બનાવવા માટે ડાળીઓ, પાંદડા અને ઘાસનો ઉપયોગ કરે છે."", ""hi"": ""पक्षी पेड़ों में एक सुरक्षित, गर्म कटोरा बनाने के लिए टहनियों, पत्तियों और घास का उपयोग करते हैं।""}","{""en"": ""Did you know? Some nests are tiny like a thimble, while others can be as large as a car!"", ""gu"": ""શું તમે જાણો છો? કેટલાક માળા અંગૂઠા જેવા નાના હોય છે, જ્યારે અન્ય કાર જેટલા મોટા હોઈ શકે છે!"", ""hi"": ""क्या आपको पता है? कुछ घोंसले अंगूठे के कवर जितने छोटे होते हैं, जबकि अन्य कार जितने बड़े हो सकते हैं!""}",memory,true,14
o,"{""en"": ""O"", ""gu"": ""O"", ""hi"": ""O""}",,/assets/images/alphabet/o.png,,"{""en"": ""O is for Orange! Oranges are round, sweet, and juicy citrus fruits."", ""gu"": ""ઓ એટલે ઓરેન્જ! નારંગી ગોળ, મીઠા અને રસદાર સાઇટ્રસ ફળો છે."", ""hi"": ""ओ से ऑरेंज! संतरे गोल, मीठे और रसीले खट्टे फल होते हैं।""}","{""en"": ""They are packed with Vitamin C, which helps keep you strong and healthy!"", ""gu"": ""તેઓ વિટામિન સી થી ભરપૂર હોય છે, જે તમને મજબૂત અને સ્વસ્થ રાખવામાં મદદ કરે છે!"", ""hi"": ""वे विटामिन सी से भरपूर होते हैं, जो आपको मजबूत और स्वस्थ रखने में मदद करता है!""}","{""en"": ""Did you know? Oranges are actually a hybrid of mandarins and pomelos, created long ago!"", ""gu"": ""શું તમે જાણો છો? નારંગી વાસ્તવમાં મેન્ડરિન અને પોમેલોની સંકર પ્રજાતિ છે, જે લાંબા સમય પહેલા બનાવાઈ હતી!"", ""hi"": ""क्या आपको पता है? संतरे वास्तव में मंदारिन और चकोतरा की संकर नस्ल हैं, जो बहुत पहले बनाई गई थी!""}",memory,true,15
p,"{""en"": ""P"", ""gu"": ""P"", ""hi"": ""P""}",,/assets/images/alphabet/p.png,,"{""en"": ""P is for Panda! Pandas are cute, fluffy bears with black and white fur."", ""gu"": ""પી એટલે પાન્ડા! પાન્ડા કાળી અને સફેદ રુવાંટીવાળા સુંદર, રુંવાટીદાર રીંછ છે."", ""hi"": ""पी से पैंडा! पैंडा काले और सफेद बालों वाले प्यारे, रोएंदार भालू होते हैं।""}","{""en"": ""Pandas love to eat bamboo all day. They live in cool forests in the mountains and are very good at climbing trees!"", ""gu"": ""પાન્ડાને આખો દિવસ વાંસ ખાવાનું ખૂબ ગમે છે. તેઓ પર્વતોના ઠંડા જંગલોમાં રહે છે અને ઝાડ પર ચઢવામાં ખૂબ કુશળ હોય છે!"", ""hi"": ""पैंडा को सारा दिन बांस खाना बहुत पसंद है। वे पहाड़ों के ठंडे जंगलों में रहते हैं और पेड़ों पर चढ़ने में बहुत कुशल होते हैं!""}","{""en"": ""Did you know? A giant panda spends about 12 hours a day eating bamboo to get enough energy!"", ""gu"": ""શું તમે જાણો છો? એક વિશાળ પાન્ડા પૂરતી ઊર્જા મેળવવા માટે દિવસમાં લગભગ ૧૨ કલાક વાંસ ખાવામાં વિતાવે છે!"", ""hi"": ""क्या आपको पता है? एक विशाल पैंडा पर्याप्त ऊर्जा प्राप्त करने के लिए दिन में लगभग 12 घंटे बांस खाने में बिताता है!""}",memory,true,16
q,"{""en"": ""Q"", ""gu"": ""Q"", ""hi"": ""Q""}",,/assets/images/alphabet/q.png,,"{""en"": ""Q is for Queen! A queen is a female ruler of a royal kingdom."", ""gu"": ""ક્યુ એટલે ક્વીન! રાણી એ શાહી રાજ્યની સ્ત્રી શાસક છે."", ""hi"": ""क्यू से क्वीन! रानी एक शाही साम्राज्य की महिला शासक होती है।""}","{""en"": ""Queens wear beautiful golden crowns and live in historic castles!"", ""gu"": ""રાણીઓ સુંદર સોનાના મુગટ પહેરે છે અને ઐતિહાસિક કિલ્લાઓમાં રહે છે!"", ""hi"": ""रानियां सुंदर सोने के मुकुट पहनती हैं और ऐतिहासिक महलों में रहती हैं!""}","{""en"": ""Did you know? Queen Elizabeth the Second was the longest-reigning queen in world history!"", ""gu"": ""શું તમે જાણો છો? રાણી એલિઝાબેથ દ્વિતીય વિશ્વના ઇતિહાસમાં સૌથી લાંબો સમય શાસન કરનાર રાણી હતા!"", ""hi"": ""क्या आपको पता है? रानी एलिजाबेथ द्वितीय विश्व इतिहास में सबसे लंबे समय तक शासन करने वाली रानी थीं!""}",memory,true,17
r,"{""en"": ""R"", ""gu"": ""R"", ""hi"": ""R""}",,/assets/images/alphabet/r.png,,"{""en"": ""R is for Rabbit! Rabbits are small animals with long ears and fluffy tails."", ""gu"": ""આર એટલે સસલું! સસલા એ લાંબા કાન અને રુંવાટીદાર પૂંછડીવાળા નાના પ્રાણીઓ છે."", ""hi"": ""आर से खरगोश! खरगोश लंबे कान और रोएंदार पूंछ वाले छोटे जानवर होते हैं।""}","{""en"": ""Rabbits hop around on their strong legs and love to munch on green grass, leaves, and carrots!"", ""gu"": ""સસલા તેમના મજબૂત પગ પર કૂદકા મારે છે અને લીલું ઘાસ, પાંદડા અને ગાજર ખાવાનું પસંદ કરે છે!"", ""hi"": ""खरगोश अपने मजबूत पैरों पर कूदते हैं और हरी घास, पत्तियां और गाजर चबाना पसंद करते हैं!""}","{""en"": ""Did you know? A rabbit's ears can grow up to 4 inches long and can rotate 270 degrees to hear sounds!"", ""gu"": ""શું તમે જાણો છો? સસલાના કાન ૪ ઇંચ સુધી લાંબા થઈ શકે છે અને અવાજ સાંભળવા માટે ૨૭૦ ડિગ્રી ફરી શકે છે!"", ""hi"": ""क्या आपको पता है? खरगोश के कान 4 इंच तक लंबे हो सकते हैं और आवाज़ सुनने के लिए 270 डिग्री घूम सकते हैं!""}",memory,true,18
s,"{""en"": ""S"", ""gu"": ""S"", ""hi"": ""S""}",,/assets/images/alphabet/s.png,,"{""en"": ""S is for Squirrel! Squirrels are small, furry animals with bushy tails."", ""gu"": ""એસ એટલે ખિસકોલી! ખિસકોલી એ રુંવાટીદાર પૂંછડીવાળા નાના પ્રાણીઓ છે."", ""hi"": ""एस से गिलहरी! गिलहरी झाड़ीदार पूंछ वाले छोटे, प्यारे जानवर होते हैं।""}","{""en"": ""Squirrels climb trees very fast, gather nuts and acorns, and bury them in the ground to eat later!"", ""gu"": ""ખિસકોલીઓ ખૂબ જ ઝડપથી ઝાડ પર ચઢી જાય છે, નટ્સ અને એકોર્ન એકઠા કરે છે અને પછીથી ખાવા માટે જમીનમાં દાટી દે છે!"", ""hi"": ""गिलहरियां बहुत तेजी से पेड़ों पर चढ़ती हैं, नट्स और बलूत के फल इकट्ठा करती हैं, और बाद में खाने के लिए उन्हें जमीन में गाड़ देती हैं!""}","{""en"": ""Did you know? Squirrels plant millions of trees because they forget where they hid their acorns!"", ""gu"": ""શું તમે જાણો છો? ખિસકોલીઓ લાખો વૃક્ષો વાવે છે કારણ કે તેઓ ભૂલી જાય છે કે તેમણે તેમના એકોર્ન ક્યાં છુપાવ્યા હતા!"", ""hi"": ""क्या आपको पता है? गिलहरियां लाखों पेड़ लगाती हैं क्योंकि वे भूल जाती हैं कि उन्होंने अपने बलूत के फल कहाँ छुपाए थे!""}",memory,true,19
t,"{""en"": ""T"", ""gu"": ""T"", ""hi"": ""T""}",,/assets/images/alphabet/t.png,,"{""en"": ""T is for Tiger! Tigers are large, wild cats with orange fur and black stripes."", ""gu"": ""ટી એટલે વાઘ! વાઘ સોનેરી-નારંગી રુવાંટી અને કાળી પટ્ટીઓ ધરાવતી મોટી જંગલી બિલાડીઓ છે."", ""hi"": ""टी से बाघ! बाघ नारंगी बालों और काली धारियों वाली बड़ी, जंगली बिल्लियां हैं।""}","{""en"": ""Tigers are strong hunters that live in jungles and grasslands. They love water and are excellent swimmers!"", ""gu"": ""વાઘ એ જંગલો અને ઘાસના મેદાનોમાં રહેતા મજબૂત શિકારી છે. તેમને પાણી ગમે છે અને તેઓ ઉત્કૃષ્ટ તરવૈયા છે!"", ""hi"": ""बाघ मजबूत शिकारी होते हैं जो जंगलों और घास के मैदानों में रहते हैं। उन्हें पानी पसंद होता है और वे बेहतरीन तैराक होते हैं!""}","{""en"": ""Did you know? Just like our fingerprints, no two tigers have the exact same pattern of stripes!"", ""gu"": ""શું તમે જાણો છો? આપણી ફિંગરપ્રિન્ટની જેમ જ, કોઈપણ બે વાઘ પર પટ્ટીઓની સમાન પેટર્ન હોતી નથી!"", ""hi"": ""क्या आपको पता है? हमारी उंगलियों के निशान की तरह ही, किन्हीं दो बाघों पर धारियों का एक जैसा पैटर्न नहीं होता है!""}",memory,true,20
u,"{""en"": ""U"", ""gu"": ""U"", ""hi"": ""U""}",,/assets/images/alphabet/u.png,,"{""en"": ""U is for Umbrella! Umbrellas keep us dry when it rains."", ""gu"": ""યુ એટલે અમબ્રેલા! છત્રી આપણને વરસાદ પડે ત્યારે સૂકા રાખે છે."", ""hi"": ""यू से अम्ब्रेला! छतरियां हमें बारिश होने पर सूखा रखती हैं।""}","{""en"": ""We open them over our heads to block the raindrops or shade us from the hot sun!"", ""gu"": ""આપણે વરસાદના ટીપાં રોકવા અથવા સૂર્યથી બચવા માટે તેને માથા પર ખોલીએ છીએ!"", ""hi"": ""हम बारिश की बूंदों को रोकने या धूप से बचने के लिए उन्हें अपने सिर के ऊपर खोलते हैं!""}","{""en"": ""Did you know? The word umbrella comes from the Latin word 'umbra', which means shade!"", ""gu"": ""શું તમે જાણો છો? અમ્બ્રેલા શબ્દ લેટિન શબ્દ 'umbra' પરથી આવ્યો છે, જેનો અર્થ છાંયડો થાય છે!"", ""hi"": ""क्या आपको पता है? अम्ब्रेला शब्द 'umbra' से आया है, जिसका अर्थ छाया होता है!""}",memory,true,21
